title,word,count,pvalue_brackets,more_or_less_brackets,pvalue_text,more_or_less_text,in_corpus_count,in_corpus_brackets_pvalue,in_corpus_brackets,in_corpus_text_pvalue,in_corpus_text,in_brackets_count,in_brackets_pvalue,in_brackets
A Pitch of Philosophy,interest,6.0,0.23785081497596963,More,0.013459552771866532,More,43.0,0.09722691059345495,More,0.16108689265590803,More,8.0,0.03443625729921421,More
A Pitch of Philosophy,true,6.0,0.23785081497596963,More,0.015627400964333196,More,49.0,0.38621332830981214,More,0.4846667412817601,More,8.0,0.04059690857777699,More
A Pitch of Philosophy,both,6.0,0.23785081497596963,More,0.07999708031177867,More,80.0,0.12949059375189295,More,0.2228057429029253,More,8.0,0.21779538550370778,More
A Pitch of Philosophy,heard,4.0,0.261924088446345,More,0.032419929273147866,More,27.0,0.05337818567834116,More,0.004058832422147853,More,5.0,0.08211464662461729,More
A Pitch of Philosophy,bases,2.0,0.2775661363398841,More,0.01709903240851858,More,3.0,0.20532447567535791,More,0.30723508253527976,More,2.0,0.05653387542234228,More
A Pitch of Philosophy,follow,2.0,0.2775661363398841,More,0.09831563755305198,More,18.0,0.21202277129926936,More,0.49155456217337185,More,2.0,0.2701485569559735,More
A Pitch of Philosophy,axe,2.0,0.2775661363398841,More,0.01709903240851858,More,2.0,0.2779620557424351,More,0.06142395250158624,More,2.0,0.05653387542234228,More
A Pitch of Philosophy,carlo,2.0,0.2775661363398841,More,0.007935428494199783,More,2.0,0.2779620557424351,More,0.0060398156447459385,More,2.0,0.027283439998398825,More
A Pitch of Philosophy,belonging,2.0,0.2775661363398841,More,0.007935428494199783,More,5.0,0.12162325208842395,More,0.04274955081901434,More,2.0,0.027283439998398825,More
A Pitch of Philosophy,principal,2.0,0.2775661363398841,More,0.04359411453631153,More,13.0,0.29950747634014635,More,0.22377028113397515,More,2.0,0.13356370572547,More
A Pitch of Philosophy,indictment,2.0,0.2775661363398841,More,0.007935428494199783,More,3.0,0.3435096896412312,More,0.1080790291585376,More,2.0,0.027283439998398825,More
A Pitch of Philosophy,strikes,2.0,0.2775661363398841,More,0.09831563755305198,More,8.0,0.15356109638746554,More,0.3703103823048214,More,2.0,0.2701485569559735,More
A Pitch of Philosophy,slate,2.0,0.2775661363398841,More,0.007935428494199783,More,3.0,0.20532447567535791,More,0.0007362152097945246,More,2.0,0.027283439998398825,More
A Pitch of Philosophy,retired,2.0,0.2775661363398841,More,0.007935428494199783,More,2.0,0.46072718306298827,More,0.17051811481615956,More,2.0,0.027283439998398825,More
A Pitch of Philosophy,touchez,2.0,0.2775661363398841,More,0.0291188716169055,More,2.0,0.2779620557424351,More,0.022413599556833048,More,2.0,0.09264473936680499,More
A Pitch of Philosophy,intact,2.0,0.2775661363398841,More,0.01709903240851858,More,,,,0.40505989338997683,Less,2.0,0.05653387542234228,More
A Pitch of Philosophy,result,2.0,0.2775661363398841,More,0.07850135489642637,More,12.0,0.13465375886343545,More,0.11122935858940819,More,2.0,0.22351186477259607,More
A Pitch of Philosophy,rift,2.0,0.2775661363398841,More,0.060163383127738695,More,2.0,0.2779620557424351,More,0.2952627563501695,More,2.0,0.17763034823500926,More
A Pitch of Philosophy,european,2.0,0.2775661363398841,More,0.01709903240851858,More,6.0,0.2386026967260724,More,0.22309518004511417,More,2.0,0.05653387542234228,More
A Pitch of Philosophy,meaningless,2.0,0.2775661363398841,More,0.007935428494199783,More,,,,0.32267888090303526,More,2.0,0.027283439998398825,More
A Pitch of Philosophy,receiving,2.0,0.2775661363398841,More,0.04359411453631153,More,5.0,0.2994156564815426,More,0.24977887958809125,More,2.0,0.13356370572547,More
A Pitch of Philosophy,mathematics,2.0,0.2775661363398841,More,0.007935428494199783,More,,,,0.011524437296033845,More,2.0,0.027283439998398825,More
A Pitch of Philosophy,development,2.0,0.2775661363398841,More,0.060163383127738695,More,12.0,0.2867847639912199,More,0.06246807271632715,More,2.0,0.17763034823500926,More
A Pitch of Philosophy,sharper,2.0,0.2775661363398841,More,0.01709903240851858,More,2.0,0.46072718306298827,More,0.15057227431930456,More,2.0,0.05653387542234228,More
A Pitch of Philosophy,dozen,2.0,0.2775661363398841,More,0.04359411453631153,More,,,,,,2.0,0.13356370572547,More
A Pitch of Philosophy,discussed,2.0,0.2775661363398841,More,0.01709903240851858,More,7.0,0.3464582223042773,More,0.06387287891273657,More,2.0,0.05653387542234228,More
A Pitch of Philosophy,fate,2.0,0.2775661363398841,More,0.07850135489642637,More,18.0,0.4471016260014396,More,0.4228699852222555,Less,2.0,0.22351186477259607,More
A Pitch of Philosophy,provisional,2.0,0.2775661363398841,More,0.01709903240851858,More,,,,0.25330626242593385,More,2.0,0.05653387542234228,More
A Pitch of Philosophy,publishing,2.0,0.2775661363398841,More,0.060163383127738695,More,,,,0.2611772881658207,More,2.0,0.17763034823500926,More
A Pitch of Philosophy,stolen,2.0,0.2775661363398841,More,0.0291188716169055,More,3.0,0.2398051600253788,Less,0.2611772881658207,More,2.0,0.09264473936680499,More
A Pitch of Philosophy,explicit,2.0,0.2775661363398841,More,0.060163383127738695,More,20.0,0.3170074614796342,More,0.12219492153726097,More,2.0,0.17763034823500926,More
A Pitch of Philosophy,describes,2.0,0.2775661363398841,More,0.09831563755305198,More,14.0,0.36647050144187876,More,0.11482909720430937,More,2.0,0.2701485569559735,More
A Pitch of Philosophy,compared,2.0,0.2775661363398841,More,0.007935428494199783,More,,,,0.06830490587174289,More,2.0,0.027283439998398825,More
A Pitch of Philosophy,topic,2.0,0.2775661363398841,More,0.060163383127738695,More,16.0,0.1161203577044533,More,0.0444929203387947,More,2.0,0.17763034823500926,More
A Pitch of Philosophy,accidentally,2.0,0.2775661363398841,More,0.01709903240851858,More,3.0,0.3435096896412312,More,0.20151731576044762,More,2.0,0.05653387542234228,More
A Pitch of Philosophy,analytical,2.0,0.2775661363398841,More,0.04359411453631153,More,,,,,,2.0,0.13356370572547,More
A Pitch of Philosophy,bedlam,2.0,0.2775661363398841,More,0.007935428494199783,More,2.0,0.2779620557424351,More,0.013088202270057537,More,2.0,0.027283439998398825,More
A Pitch of Philosophy,sincerity,2.0,0.2775661363398841,More,0.0291188716169055,More,3.0,0.20532447567535791,More,,,2.0,0.09264473936680499,More
A Pitch of Philosophy,intellectuals,2.0,0.2775661363398841,More,0.0291188716169055,More,3.0,0.20532447567535791,More,0.1327971735311607,More,2.0,0.09264473936680499,More
A Pitch of Philosophy,learned,2.0,0.2775661363398841,More,0.07850135489642637,More,16.0,0.4890409594662248,More,0.1586858506957926,More,2.0,0.22351186477259607,More
A Pitch of Philosophy,criterion,2.0,0.2775661363398841,More,0.0291188716169055,More,11.0,0.16286613426188143,More,0.2961218261379978,More,2.0,0.09264473936680499,More
A Pitch of Philosophy,ne,2.0,0.2775661363398841,More,0.0291188716169055,More,2.0,0.2779620557424351,More,0.04682153764788046,More,2.0,0.09264473936680499,More
A Pitch of Philosophy,surprising,2.0,0.2775661363398841,More,0.0291188716169055,More,11.0,0.08124635234411959,More,0.03363970375015758,More,2.0,0.09264473936680499,More
A Pitch of Philosophy,bit,2.0,0.2775661363398841,More,0.060163383127738695,More,6.0,0.3259820223413901,More,0.21412259204509024,More,2.0,0.17763034823500926,More
A Pitch of Philosophy,unendingly,2.0,0.2775661363398841,More,0.007935428494199783,More,3.0,0.20532447567535791,More,0.0007362152097945246,More,2.0,0.027283439998398825,More
A Pitch of Philosophy,pertinence,2.0,0.2775661363398841,More,0.09831563755305198,More,6.0,0.2386026967260724,More,0.26961829208082105,More,2.0,0.2701485569559735,More
A Pitch of Philosophy,strength,2.0,0.2775661363398841,More,0.01709903240851858,More,4.0,0.4912645677144565,More,,,2.0,0.05653387542234228,More
A Pitch of Philosophy,v.,2.0,0.2775661363398841,More,0.007935428494199783,More,3.0,0.20532447567535791,More,0.03944552688241849,More,2.0,0.027283439998398825,More
A Pitch of Philosophy,nevertheless,2.0,0.2775661363398841,More,0.07850135489642637,More,,,,0.3280634421329218,Less,2.0,0.22351186477259607,More
A Pitch of Philosophy,letters,2.0,0.2775661363398841,More,0.04359411453631153,More,4.0,0.37782545828216485,More,,,2.0,0.13356370572547,More
A Pitch of Philosophy,mcguinness,2.0,0.2775661363398841,More,0.04359411453631153,More,,,,0.07733973827756953,More,2.0,0.13356370572547,More
A Pitch of Philosophy,disdain,2.0,0.2775661363398841,More,0.07850135489642637,More,2.0,0.2779620557424351,More,,,2.0,0.22351186477259607,More
A Pitch of Philosophy,date,2.0,0.2775661363398841,More,0.060163383127738695,More,6.0,0.3259820223413901,More,0.12536849717185072,More,2.0,0.17763034823500926,More
A Pitch of Philosophy,pas,2.0,0.2775661363398841,More,0.0291188716169055,More,4.0,0.37782545828216485,More,0.011400555003676437,More,2.0,0.09264473936680499,More
A Pitch of Philosophy,incessantly,2.0,0.2775661363398841,More,0.01709903240851858,More,4.0,0.1565830950228313,More,0.10382803366479679,More,2.0,0.05653387542234228,More
A Pitch of Philosophy,brian,2.0,0.2775661363398841,More,0.0291188716169055,More,2.0,0.2779620557424351,More,,,2.0,0.09264473936680499,More
A Pitch of Philosophy,w.,2.0,0.2775661363398841,More,0.04359411453631153,More,,,,0.05533478748370578,More,2.0,0.13356370572547,More
A Pitch of Philosophy,suspicious,2.0,0.2775661363398841,More,0.007935428494199783,More,3.0,0.4798799401657638,More,,,2.0,0.027283439998398825,More
A Pitch of Philosophy,free,2.0,0.2775661363398841,More,0.09831563755305198,More,24.0,0.4407701376585462,Less,0.12412667494105219,More,2.0,0.2701485569559735,More
A Pitch of Philosophy,confidence,2.0,0.2775661363398841,More,0.07850135489642637,More,11.0,0.08124635234411959,More,0.22460852439311021,More,2.0,0.22351186477259607,More
A Pitch of Philosophy,michael,2.0,0.2775661363398841,More,0.060163383127738695,More,5.0,0.2994156564815426,More,0.16078598830589538,More,2.0,0.17763034823500926,More
A Pitch of Philosophy,fried,2.0,0.2775661363398841,More,0.01709903240851858,More,,,,0.17936804204918663,More,2.0,0.05653387542234228,More
A Pitch of Philosophy,writer,2.0,0.2775661363398841,More,0.04359411453631153,More,22.0,0.11702713549381238,More,0.44400947498394394,Less,2.0,0.13356370572547,More
A Pitch of Philosophy,trauma,2.0,0.2775661363398841,More,0.04359411453631153,More,4.0,0.37782545828216485,More,0.050376622219892135,More,2.0,0.13356370572547,More
A Pitch of Philosophy,confused,2.0,0.2775661363398841,More,0.007935428494199783,More,3.0,0.3435096896412312,More,,,2.0,0.027283439998398825,More
A Pitch of Philosophy,exception,2.0,0.2775661363398841,More,0.060163383127738695,More,11.0,0.39875037766246996,More,0.0022636880673047787,More,2.0,0.17763034823500926,More
A Pitch of Philosophy,borrow,2.0,0.2775661363398841,More,0.007935428494199783,More,2.0,0.2779620557424351,More,0.09437823406096903,More,2.0,0.027283439998398825,More
A Pitch of Philosophy,hoe,2.0,0.2775661363398841,More,0.007935428494199783,More,2.0,0.2779620557424351,More,0.06142395250158624,More,2.0,0.027283439998398825,More
A Pitch of Philosophy,irrelevant,2.0,0.2775661363398841,More,0.007935428494199783,More,,,,,,2.0,0.027283439998398825,More
A Pitch of Philosophy,piece,2.0,0.2775661363398841,More,0.04359411453631153,More,16.0,0.4890409594662248,More,0.4970311011353761,More,2.0,0.13356370572547,More
A Pitch of Philosophy,belongs,2.0,0.2775661363398841,More,0.01709903240851858,More,5.0,0.20387766450941577,More,0.07532693442214478,More,2.0,0.05653387542234228,More
A Pitch of Philosophy,reprinted,2.0,0.2775661363398841,More,0.01709903240851858,More,4.0,0.4083907278326435,Less,0.28205606989249576,More,2.0,0.05653387542234228,More
A Pitch of Philosophy,milton,2.0,0.2775661363398841,More,0.002072038281772591,More,7.0,0.3464582223042773,More,0.17749116058353653,More,2.0,0.0074133318767749526,More
A Pitch of Philosophy,here,12.0,0.2855173820012603,More,0.043830582533093354,More,220.0,9.707202381065543e-06,More,9.031523114407654e-15,More,19.0,0.07299602244469265,More
A Pitch of Philosophy,what,34.0,0.2900741114665717,More,0.05238033059804257,More,674.0,0.20965467937671542,More,0.2837179367415581,Less,59.0,0.07859359662097855,More
A Pitch of Philosophy,comes,5.0,0.29866609847737413,More,0.04472799651868242,More,31.0,0.11013338948314043,More,0.3912440426077895,More,7.0,0.08029993133142169,More
A Pitch of Philosophy,go,6.0,0.3251134008041324,More,0.05651958026009509,More,,,,0.4960946010476315,More,9.0,0.08241562690627412,More
A Pitch of Philosophy,iteration,3.0,0.342929360175462,More,0.007648393407885849,More,3.0,0.4798799401657638,More,0.025952533095594314,More,4.0,0.007696452204266602,More
A Pitch of Philosophy,forgotten,3.0,0.342929360175462,More,0.016465141905500993,More,15.0,0.321428417281236,More,0.0016558474005160713,More,4.0,0.019982100088814913,More
A Pitch of Philosophy,associated,3.0,0.342929360175462,More,0.06638586277504721,More,9.0,0.29766996850831956,Less,,,4.0,0.10519829996057109,More
A Pitch of Philosophy,neither,3.0,0.342929360175462,More,0.05570884148452603,More,32.0,0.1624709511692773,More,0.018531285445952873,More,4.0,0.08599556827857671,More
A Pitch of Philosophy,handsome,3.0,0.342929360175462,More,0.011573435224726356,More,,,,0.015196810383441096,More,4.0,0.012920151160466086,More
A Pitch of Philosophy,unhandsome,3.0,0.342929360175462,More,0.007648393407885849,More,,,,0.006035085455888153,More,4.0,0.007696452204266602,More
A Pitch of Philosophy,marks,3.0,0.342929360175462,More,0.02234739083754118,More,5.0,0.33478968233045064,Less,0.4695887139470803,More,4.0,0.029032019541408088,More
A Pitch of Philosophy,received,3.0,0.342929360175462,More,0.016465141905500993,More,,,,0.31157159520168526,More,4.0,0.019982100088814913,More
A Pitch of Philosophy,concepts,3.0,0.342929360175462,More,0.06638586277504721,More,23.0,0.48439550702945433,Less,0.26452239996592963,More,4.0,0.10519829996057109,More
A Pitch of Philosophy,knowing,3.0,0.342929360175462,More,0.05570884148452603,More,38.0,0.45222665378628046,Less,0.17345279442432573,More,4.0,0.08599556827857671,More
A Pitch of Philosophy,unless,3.0,0.342929360175462,More,0.02234739083754118,More,19.0,0.03917970219473263,Less,0.10423759113516866,More,4.0,0.029032019541408088,More
A Pitch of Philosophy,academic,3.0,0.342929360175462,More,0.029226733120051446,More,17.0,0.24438496995423054,More,0.016457927135116568,More,4.0,0.0401566923717804,More
A Pitch of Philosophy,roughly,3.0,0.342929360175462,More,0.06638586277504721,More,14.0,0.40955425858185285,Less,0.3783143977320359,More,4.0,0.10519829996057109,More
A Pitch of Philosophy,even,8.0,0.36191052876248286,More,0.02153953775426635,More,82.0,0.1658655686142742,Less,0.22973617621342826,More,13.0,0.01559469457296308,More
A Pitch of Philosophy,such,14.0,0.36499121695607994,More,0.08487881977686465,More,240.0,3.688500492376885e-06,More,0.00019489046613730727,More,24.0,0.09161579962507238,More
A Pitch of Philosophy,imagine,4.0,0.37710774476034453,More,0.0271269233681537,More,62.0,0.1200641071775611,More,0.00011108621255385405,More,6.0,0.023000790722898748,More
A Pitch of Philosophy,use,5.0,0.3994590736642874,More,0.07655293275574486,More,54.0,0.45555217994974373,Less,0.2568578837123669,More,8.0,0.07233108727485049,More
A Pitch of Philosophy,terms,5.0,0.3994590736642874,More,0.06265719535127319,More,31.0,0.38259723193089873,More,0.38550534694245986,Less,8.0,0.055012636109306616,More
A Pitch of Philosophy,their,5.0,0.3994590736642874,More,0.08327641007931866,Less,204.0,0.14229679728936787,More,0.17405479519036735,Less,8.0,0.005076426352506348,Less
A Pitch of Philosophy,text,5.0,0.3994590736642874,More,0.06941249726985409,More,39.0,0.0548674392192533,More,0.07556626011649467,More,8.0,0.06330341823011953,More
A Pitch of Philosophy,altar,1.0,0.4043719725352276,More,0.06368608648711102,More,,,,0.20411411228895082,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,sourcebook,1.0,0.4043719725352276,More,0.06368608648711102,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,vignette,1.0,0.4043719725352276,More,0.06368608648711102,More,4.0,0.1565830950228313,More,0.00126039942288219,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,meditation,1.0,0.4043719725352276,More,0.06368608648711102,More,,,,0.06586083950128946,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,temps,1.0,0.4043719725352276,More,0.06368608648711102,More,1.0,0.40467874936727044,More,0.10787557781394178,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,reservation,1.0,0.4043719725352276,More,0.06368608648711102,More,2.0,0.46072718306298827,More,0.2743001354515299,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,traumatic,1.0,0.4043719725352276,More,0.06368608648711102,More,,,,,,1.0,0.11927342718326131,More
A Pitch of Philosophy,persists,1.0,0.4043719725352276,More,0.06368608648711102,More,4.0,0.1565830950228313,More,0.06364227454484116,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,management,1.0,0.4043719725352276,More,0.06368608648711102,More,1.0,0.40467874936727044,More,0.20411411228895082,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,poorly,1.0,0.4043719725352276,More,0.06368608648711102,More,,,,0.2115075113576064,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,spain,1.0,0.4043719725352276,More,0.06368608648711102,More,,,,0.32936105765953605,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,coeval,1.0,0.4043719725352276,More,0.06368608648711102,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,privileging,1.0,0.4043719725352276,More,0.06368608648711102,More,2.0,0.2779620557424351,More,0.013088202270057537,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,planet,1.0,0.4043719725352276,More,0.06368608648711102,More,1.0,0.40467874936727044,More,0.4348983005506062,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,disclaiming,1.0,0.4043719725352276,More,0.06368608648711102,More,2.0,0.46072718306298827,More,0.11236589093812419,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,kluge,1.0,0.4043719725352276,More,0.06368608648711102,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,hollowness,1.0,0.4043719725352276,More,0.06368608648711102,More,1.0,0.40467874936727044,More,0.20411411228895082,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,rosenblatt,1.0,0.4043719725352276,More,0.06368608648711102,More,1.0,0.40467874936727044,More,0.10787557781394178,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,oedipus,1.0,0.4043719725352276,More,0.06368608648711102,More,2.0,0.46072718306298827,More,0.2952627563501695,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,attunes,1.0,0.4043719725352276,More,0.06368608648711102,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,rationalist,1.0,0.4043719725352276,More,0.06368608648711102,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.11927342718326131,More
A Pitch of Philosophy,peril,1.0,0.4043719725352276,More,0.06368608648711102,More,2.0,0.2779620557424351,More,0.04682153764788046,More,1.0,0.11927342718326131,More
